Product,Total_Revenue,Total_Quantity,Total_Invoices,Avg_UnitPrice
SET 10 CARDS DECK THE HALLS 16960,4.98,2,2,2.49
SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,16,2.49
SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10,2.49
SET 10 CARDS FILIGREE BAUBLE 16961,9.96,4,4,2.49
SET 10 CARDS HANGING BAUBLES 17080,5.48,2,2,2.74
SET 10 CARDS HATS & STOCKINGS 17081,13.28,8,7,1.66
SET 10 CARDS JINGLE BELLS 16957,19.92,8,5,2.49
SET 10 CARDS JINGLE BELLS 17217,19.92,8,7,2.4899999999999998
SET 10 CARDS MAGICAL TREE 17086,13.32,4,4,3.33
SET 10 CARDS OUT OF ORDER 17216,27.39,11,9,2.49
SET 10 CARDS PERFECT POST 17090,24.900000000000002,10,7,2.4899999999999998
SET 10 CARDS POINSETTIA 17093,9.96,4,2,2.49
SET 10 CARDS PRINTED GRAPHIC 17219,9.96,4,4,2.49
SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16,2.49
SET 10 CARDS ROBIN WATERPUMP  17096,5.82,2,2,2.91
SET 10 CARDS RUDOLPHS NOSE 17097,11.64,4,3,2.91
SET 10 CARDS SCOTTIE DOG 17211,22.410000000000004,9,8,2.49
SET 10 CARDS SNOWY ROBIN 17099,2.91,1,1,2.91
SET 10 CARDS SNOWY SNOWDROPS  17100,19.92,8,4,2.49
SET 10 CARDS SWIRLY XMAS TREE 17104,5.82,2,1,2.91
SET 10 CARDS TRIANGLE ICONS  17220,2.91,1,1,2.91
SET 10 CARDS WISHING TREE 17116,26.19,9,7,2.91
SET 10 CARDS WORLD CHILDREN 17067,7.470000000000001,3,3,2.49
SET 10 CARDS XMAS CHOIR 17068,14.55,5,5,2.91
SET 10 CARDS XMAS GRAPHIC  17218,17.43,7,2,2.49
SET 10 CHRISTMAS CARDS HOHOHO 16956,22.410000000000004,9,4,2.49
SET 10 LIGHTS NIGHT OWL,3317.4700000000003,461,119,9.038333333333332
SET 10 MINI SANTA & SNOWMAN  17087,6.64,4,2,1.66
SET 10 MINICARDS CUTE SNOWMAN 17071,8.299999999999999,5,2,1.66
SET 10 NIGHT OWL LIGHTS,3908.73,505,170,8.948604651162789
SET 10 XMAS CARDS & BADGES 17070,27.39,11,6,2.49
SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,3,0.65
SET 12 COLOUR PENCILS DOLLY GIRL ,1679.5500000000002,2379,232,0.784322033898305
SET 12 COLOUR PENCILS LOVE LONDON,1463.0800000000002,1857,169,0.7943930635838151
SET 12 COLOUR PENCILS SPACEBOY ,2491.2000000000003,3278,282,0.7566666666666667
SET 12 COLOURING PENCILS DOILEY,0.65,1,1,0.65
SET 12 COLOURING PENCILS DOILY,1636.1000000000001,2200,191,0.8190721649484536
SET 12 KIDS  WHITE CHALK STICKS,1701.93,4151,225,0.49755555555555553
SET 12 KIDS COLOUR  CHALK STICKS,2950.25,7199,369,0.5195967741935483
SET 12 LAVENDER  BOTANICAL T-LIGHTS,2086.69,763,76,3.0362337662337664
SET 12 RETRO WHITE CHALK STICKS,1973.49,4599,359,0.5460273972602739
SET 12 VINTAGE DOILY CHALK ,586.23,1312,110,0.4831858407079646
SET 2 PANTRY DESIGN TEA TOWELS,8999.27,2811,372,3.6862698412698416
SET 2 TEA TOWELS I LOVE LONDON ,6856.38,2124,264,3.914609665427509
SET 20 NAPKINS FAIRY CAKES DESIGN ,2368.64,2741,350,1.000593220338983
SET 3 PAPER VINTAGE CHICK PAPER EGG,5014.650000000001,1775,214,3.115555555555556
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",11382.81,2128,430,7.409124423963133
SET 3 SONG BIRD PAPER EGGS ASSORTED,3271.4100000000003,1171,138,3.0120289855072464
SET 3 WICKER OVAL BASKETS W LIDS,5961.25,463,33,14.623939393939393
SET 3 WICKER STORAGE BASKETS ,3399.95,241,74,19.355405405405406
SET 36 COLOUR PENCILS DOILEY,80.0,64,3,1.25
SET 36 COLOUR PENCILS DOLLY GIRL,1750.29,1389,147,1.6135761589403974
SET 36 COLOUR PENCILS LOVE LONDON,1581.06,1105,126,1.4970542635658914
SET 36 COLOUR PENCILS SPACEBOY ,2304.78,1705,185,1.5179032258064515
SET 36 COLOURING PENCILS DOILEY,1.25,1,1,1.25
SET 36 COLOURING PENCILS DOILY,2070.35,1485,147,1.5463758389261746
SET 4 NURSERY DES ROUND BOXES,57.25,55,9,1.55
SET 4 PICNIC CUTLERY BLUEBERRY,159.9,82,9,1.9500000000000002
SET 4 PICNIC CUTLERY CHERRY ,138.45,71,9,1.9500000000000002
SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,1.95
SET 4 VALENTINE DECOUPAGE HEART BOX,557.33,171,64,3.905076923076923
SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,161,1.8389570552147239
SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,4,4.99
SET 6 FOOTBALL CELEBRATION CANDLES,830.98,657,103,1.3202884615384616
SET 6 PAPER TABLE LANTERN HEARTS ,8558.76,2328,297,4.093564356435643
SET 6 PAPER TABLE LANTERN STARS ,7250.900000000001,1932,246,4.236586345381526
SET 6 SCHOOL MILK BOTTLES IN CRATE,13269.49,2841,405,4.845672371638142
SET 7 BABUSHKA NESTING BOXES,14427.970000000001,1787,380,9.79502617801047
SET 8 CANDLES VINTAGE DOILEY,216.29999999999998,122,7,1.907142857142857
SET 8 CANDLES VINTAGE DOILY,2070.1,1060,107,2.0720183486238533
SET OF 10 LANTERNS FAIRY LIGHT STAR,2368.37,577,99,4.6737254901960785
SET OF 10 LED DOLLY LIGHTS,13290.519999999999,2219,372,6.469919571045577
SET OF 12  VINTAGE POSTCARD SET,1718.5400000000002,2180,143,1.3232167832167832
SET OF 12 FAIRY CAKE BAKING CASES,6989.54,8471,552,1.0651805054151624
SET OF 12 FORK CANDLES,3507.51,1249,141,3.3956338028169015
SET OF 12 MINI BUNNIES IN A BUCKET,71.4,34,19,2.1
SET OF 12 MINI LOAF BAKING CASES,5073.45,6134,444,1.1117555555555554
SET OF 12 ROSE BOTANICAL T-LIGHTS,153.29000000000002,51,9,3.2655555555555558
SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,1.95
SET OF 12 T-LIGHTS VINTAGE DOILY,1747.51,929,73,1.9891780821917808
SET OF 16 VINTAGE BLACK CUTLERY,1722.74,140,50,14.076199999999998
SET OF 16 VINTAGE IVORY CUTLERY,25.5,2,2,12.75
SET OF 16 VINTAGE PISTACHIO CUTLERY,3585.99,317,104,14.927403846153847
SET OF 16 VINTAGE RED CUTLERY,1736.35,160,58,12.856379310344828
SET OF 16 VINTAGE ROSE CUTLERY,3264.63,272,101,14.169411764705883
SET OF 16 VINTAGE SKY BLUE CUTLERY,1931.1699999999998,178,66,12.521363636363636
SET OF 2 CERAMIC CHRISTMAS REINDEER,2018.1399999999999,1447,89,1.6910112359550562
SET OF 2 CERAMIC CHRISTMAS TREES,1152.98,779,94,1.7109473684210526
SET OF 2 CERAMIC PAINTED HEARTS ,1646.32,1174,125,1.501171875
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1232.27,1212,161,1.2376687116564418
SET OF 2 ROUND TINS CAMEMBERT ,748.82,282,98,3.648367346938776
SET OF 2 ROUND TINS DUTCH CHEESE,535.11,253,79,3.0289873417721522
SET OF 2 TEA TOWELS APPLE AND PEARS,6334.3,2058,284,3.6027972027972033
SET OF 2 TEA TOWELS PING MICROWAVE,306.16,149,76,2.4578947368421056
SET OF 2 TINS JARDIN DE PROVENCE,967.05,248,96,4.889270833333334
SET OF 2 TINS VINTAGE BATHROOM ,1140.9,224,100,5.889399999999999
SET OF 2 TRAYS HOME SWEET HOME,2709.43,265,133,10.68142857142857
SET OF 2 WOODEN MARKET CRATES,7190.349999999999,526,208,15.007980769230768
SET OF 20 KIDS COOKIE CUTTERS,9383.150000000001,4311,517,2.518560460652591
SET OF 20 VINTAGE CHRISTMAS NAPKINS,8041.179999999999,8976,610,0.9908974358974358
SET OF 3 BABUSHKA STACKING TINS,1356.3,274,13,4.950000000000001
SET OF 3 BIRD LIGHT PINK FEATHER ,979.11,1848,223,0.9135497835497836
SET OF 3 BLACK FLYING DUCKS,2934.8100000000004,577,111,6.268839285714286
SET OF 3 BUTTERFLY COOKIE CUTTERS,8153.56,5799,688,1.7178818443804036
SET OF 3 CAKE TINS PANTRY DESIGN ,38108.89,7483,1385,5.83371408045977
SET OF 3 CAKE TINS SKETCHBOOK,4671.81,1020,297,5.396275167785235
SET OF 3 COLOURED  FLYING DUCKS,1888.1000000000001,394,39,5.244871794871795
SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,8,5.171250000000001
SET OF 3 GOLD FLYING DUCKS,454.65,127,21,5.35
SET OF 3 HANGING OWLS OLLIE BEAK,4521.72,3720,325,1.4738323353293412
SET OF 3 HEART COOKIE CUTTERS,8518.4,6332,685,1.6291907514450867
SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,3.95
SET OF 3 NOTEBOOKS IN PARCEL,9027.439999999999,5435,422,2.050720930232558
SET OF 3 PANTRY WOODEN SPOONS,306.66,225,41,1.7221951219512195
SET OF 3 PINK FLYING DUCKS,5.45,1,1,5.45
SET OF 3 REGENCY CAKE TINS,31118.550000000003,6345,873,5.883424657534246
SET OF 3 WOODEN HEART DECORATIONS,5147.19,3863,445,1.4479957805907173
SET OF 3 WOODEN SLEIGH DECORATIONS,2690.81,1963,299,1.496592356687898
SET OF 3 WOODEN STOCKING DECORATION,2743.82,2053,319,1.454005934718101
SET OF 3 WOODEN TREE DECORATIONS,2404.79,1769,293,1.4839016393442621
SET OF 36 DINOSAUR PAPER DOILIES,499.08,335,65,1.6887692307692308
SET OF 36 DOILIES PANTRY DESIGN,3983.6,2741,244,1.7355510204081632
SET OF 36 DOILIES SPACEBOY DESIGN ,1135.3999999999999,817,68,1.5816176470588235
SET OF 36 DOLLY GIRL PAPER DOILIES,69.66,45,15,1.744
SET OF 36 MUSHROOM PAPER DOILIES,230.54999999999998,159,30,1.45
SET OF 36 PAISLEY FLOWER DOILIES,3545.6,2219,360,2.144388888888889
SET OF 36 PANTRY PAPER DOILIES,139.78,67,33,2.3147058823529414
SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,8,1.63375
SET OF 36 TEATIME PAPER DOILIES,4471.17,3051,334,1.9834730538922156
SET OF 36 VINTAGE CHRISTMAS DOILIES,71.27,38,8,1.8175
SET OF 4 BLACK LOVEBIRD COASTERS,554.78,451,82,1.8233734939759036
SET OF 4 CAROUSEL PLACEMATS ,183.45,91,23,3.5413043478260873
SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,38,10.532105263157895
SET OF 4 ENGLISH ROSE COASTERS,1760.8,1249,279,1.846085409252669
SET OF 4 ENGLISH ROSE PLACEMATS,4193.12,1000,298,5.176375838926174
SET OF 4 FAIRY CAKE PLACEMATS,843.34,222,83,3.977738095238095
SET OF 4 FAIRY CAKE PLACEMATS ,965.41,519,68,3.1501470588235296
SET OF 4 GREEN CAROUSEL COASTERS,50.75,35,17,1.7029411764705882
SET OF 4 JAM JAR MAGNETS,5842.88,2701,235,2.2075000000000005
SET OF 4 KNICK KNACK TINS  DOILEY ,24.900000000000002,6,1,4.15
SET OF 4 KNICK KNACK TINS DOILEY ,7248.79,1819,182,4.260486486486487
SET OF 4 KNICK KNACK TINS DOILY ,9726.480000000001,2352,353,4.541388888888889
SET OF 4 KNICK KNACK TINS LEAF,3020.61,747,123,4.271626016260163
SET OF 4 KNICK KNACK TINS LEAVES ,1253.7800000000002,306,54,4.204444444444444
SET OF 4 KNICK KNACK TINS LONDON ,7771.610000000001,1849,274,4.752158273381295
SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842,178,4.393646408839779
SET OF 4 NAPKIN CHARMS 3 KEYS ,446.84,237,57,2.5242105263157892
SET OF 4 NAPKIN CHARMS CROWNS ,481.88,300,52,2.2776923076923077
SET OF 4 NAPKIN CHARMS CUTLERY,3039.66,1251,125,2.8548837209302325
SET OF 4 NAPKIN CHARMS HEARTS,1935.1599999999999,805,148,2.7926490066225167
SET OF 4 NAPKIN CHARMS INSTRUMENT,303.72999999999996,139,37,2.5927027027027023
SET OF 4 NAPKIN CHARMS LEAVES   ,441.83,238,48,2.1975
SET OF 4 NAPKIN CHARMS STARS   ,596.36,269,51,2.645283018867924
SET OF 4 PANTRY JELLY MOULDS,16478.48,12649,1073,1.497788990825688
SET OF 4 PISTACHIO LOVEBIRD COASTER,553.01,475,93,1.8238709677419356
SET OF 4 POLKADOT COASTERS,310.03,172,77,1.9944155844155844
SET OF 4 POLKADOT PLACEMATS ,821.16,173,78,5.307435897435898
SET OF 4 ROSE BOTANICAL CANDLES,1429.49,881,165,2.0507185628742515
SET OF 4 SANTA PLACE SETTINGS,1531.95,1202,108,1.4116216216216215
SET OF 5 LUCKY CAT MAGNETS ,5513.83,2633,255,2.674823529411765
SET OF 5 MINI GROCERY MAGNETS,3423.29,1665,205,2.261497584541063
SET OF 5 PANCAKE DAY MAGNETS,4713.52,2293,223,2.3199107142857143
SET OF 6 3D KIT CARDS FOR KIDS,1359.3999999999999,1477,223,1.1168558951965064
SET OF 6 CAKE CHOPSTICKS,978.23,640,153,1.904258064516129
SET OF 6 EASTER RAINBOW CHICKS,15.0,12,1,1.25
SET OF 6 FUNKY BEAKERS,1843.6100000000001,551,162,4.164846625766871
SET OF 6 GIRLS CELEBRATION CANDLES,748.95,592,126,1.3354330708661417
SET OF 6 HALLOWEEN GHOST T-LIGHTS,317.83,691,83,0.6486746987951807
SET OF 6 HEART CHOPSTICKS,1139.65,811,152,1.6988535031847132
SET OF 6 HERB TINS SKETCHBOOK,4262.820000000001,1164,295,4.301208053691275
SET OF 6 ICE CREAM SKITTLES,47.2,16,3,2.9500000000000006
SET OF 6 KASHMIR FOLKART BAUBLES,1120.26,710,83,2.0566666666666666
SET OF 6 NATIVITY MAGNETS ,5143.06,2557,163,2.361597633136095
SET OF 6 RIBBONS COUNTRY STYLE,499.18,172,26,3.543846153846154
SET OF 6 RIBBONS PARTY,476.0,170,16,3.40875
SET OF 6 RIBBONS PERFECTLY PRETTY  ,724.59,251,43,3.2853488372093027
SET OF 6 RIBBONS VINTAGE CHRISTMAS,10610.04,3261,422,3.5106250000000006
SET OF 6 SNACK LOAF BAKING CASES,3607.81,4392,354,1.089776536312849
SET OF 6 SOLDIER SKITTLES,9895.04,2480,443,4.664125560538116
SET OF 6 SPICE TINS PANTRY DESIGN,24436.260000000002,5966,834,4.676517119244393
SET OF 6 STRAWBERRY CHOPSTICKS,1054.44,801,144,1.8067586206896553
SET OF 6 T-LIGHTS CACTI ,2419.29,881,108,3.8372477064220183
SET OF 6 T-LIGHTS EASTER CHICKS,1038.8700000000001,345,75,3.601466666666667
SET OF 6 T-LIGHTS SANTA,3781.2000000000003,1240,204,3.5039805825242722
SET OF 6 T-LIGHTS SNOWMEN,3022.0800000000004,944,165,3.5977108433734943
SET OF 6 T-LIGHTS TOADSTOOLS,2417.73,818,195,3.7699492385786804
SET OF 6 T-LIGHTS WEDDING CAKE ,677.0400000000001,260,38,3.388421052631579
SET OF 6 TEA TIME BAKING CASES,5985.55,4979,378,1.524240837696335
SET OF 6 VINTAGE NOTELETS KIT,560.11,563,42,2.0207142857142855
SET OF 60 I LOVE LONDON CAKE CASES ,4495.85,8275,407,0.7424170616113744
SET OF 60 PANTRY DESIGN CAKE CASES ,6371.89,12049,629,0.6839469578783152
SET OF 60 VINTAGE LEAF CAKE CASES ,3272.61,6139,382,0.6942159383033419
SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,18,1.45
SET OF 72 PINK HEART PAPER DOILIES,6671.25,4311,510,2.1471037181996087
SET OF 72 RETROSPOT PAPER  DOILIES,8368.39,5808,453,1.7856512141280352
SET OF 72 SKULL PAPER  DOILIES,1270.07,883,103,1.7360576923076922
SET OF 9 BLACK SKULL BALLOONS,2417.24,2828,226,1.0173127753303963
SET OF 9 HEART SHAPED BALLOONS,3445.5,2757,266,1.4632089552238805
SET OF PICTURE FRAME  STICKERS,590.4200000000001,134,62,5.0358064516129035
SET OF SALT AND PEPPER TOADSTOOLS,3021.6,2472,199,1.2452261306532664
SET OF SKULL WALL STICKERS,274.37,95,20,3.3560000000000003
SET OF TEA COFFEE SUGAR TINS PANTRY,23489.420000000002,4800,470,5.866072186836518
SET OF THREE VINTAGE GIFT WRAPS,1.95,1,1,1.95
SET/10 BLUE POLKADOT PARTY CANDLES,4863.05,4011,240,1.2982644628099174
SET/10 IVORY POLKADOT PARTY CANDLES,1380.84,1143,154,1.185923566878981
SET/10 PINK POLKADOT PARTY CANDLES,6488.54,5325,344,1.373
SET/10 RED POLKADOT PARTY CANDLES,7998.85,6606,379,1.3711488250652741
SET/12 FUNKY FELT FLOWER PEG IN BAG,416.91,223,48,2.0664583333333333
SET/12 TAPER CANDLES,605.89,607,93,1.2690526315789472
SET/2 RED RETROSPOT TEA TOWELS ,8536.85,2599,394,4.550554156171285
SET/20 FRUIT SALAD PAPER NAPKINS ,143.44,88,25,1.63
SET/20 RED RETROSPOT PAPER NAPKINS ,11312.56,13202,986,1.0935721393034825
SET/20 STRAWBERRY PAPER NAPKINS ,2531.04,2769,313,1.2559047619047619
SET/3 CHRISTMAS DECOUPAGE CANDLES,1005.3199999999999,892,69,1.9310144927536232
SET/3 DECOUPAGE STACKING TINS,992.5200000000001,193,69,5.95536231884058
SET/3 FLORAL GARDEN TOOLS IN BAG,23.85,3,2,7.95
SET/3 OCEAN SCENT CANDLE JEWEL BOX,1855.37,399,114,5.47
SET/3 POLKADOT STACKING TINS,389.55,78,29,5.624137931034483
SET/3 POT PLANT CANDLES,424.46000000000004,68,32,7.133125
SET/3 RABBITS FLOWER SKIPPPING ROPE,112.55999999999999,126,26,0.9944444444444444
SET/3 RED GINGHAM ROSE STORAGE BOX,11905.95,3034,477,4.931106471816284
SET/3 ROSE CANDLE IN JEWELLED BOX,1911.8899999999999,401,112,5.833716814159293
SET/3 TALL GLASS CANDLE HOLDER PINK,89.22,4,3,21.243333333333332
SET/3 VANILLA SCENTED CANDLE IN BOX,3186.5,726,162,5.390864197530864
SET/4 2 TONE EGG SHAPE MIXING BOWLS,9.95,1,1,9.95
SET/4 BADGES BALLOON GIRL,561.84,448,89,1.4985555555555556
SET/4 BADGES BEETLES,348.19,265,73,1.5762162162162163
SET/4 BADGES CUTE CREATURES,340.22,261,54,1.3612962962962964
SET/4 BADGES DOGS,445.01,338,89,1.5551685393258428
SET/4 BIRD MIRROR MAGNETS ,181.32999999999998,459,51,0.9040384615384615
SET/4 BLUE FLOWER CANDLES IN BOWL,229.46999999999997,137,35,1.6975
SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79,13,1.2646153846153847
SET/4 COLOURFUL MIXING BOWLS,661.9799999999999,70,43,9.826279069767441
SET/4 DAISY MIRROR MAGNETS,192.73999999999998,494,44,1.044318181818182
SET/4 GARDEN ROSE DINNER CANDLE,11.549999999999999,7,3,1.6499999999999997
SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,23,1.1656521739130437
SET/4 RED MINI ROSE CANDLE IN BOWL,1142.4299999999998,744,191,1.8798952879581152
SET/4 SKULL BADGES,1080.0,914,165,1.0932934131736527
SET/4 SPRING FLOWER DECORATION,1376.53,1143,128,2.0197674418604654
SET/4 WHITE RETRO STORAGE CUBES ,16363.300000000001,415,155,45.23225806451613
SET/5 RED RETROSPOT LID GLASS BOWLS,17623.350000000002,6073,879,3.2893721973094174
SET/5 RED SPOTTY LID GLASS BOWLS,734.4,288,1,2.55
SET/6 BEAD COASTERS GAUZE BAG GOLD,309.29999999999995,582,27,1.9044444444444442
SET/6 BLACK BIRD T-LIGHT CANDLES,316.75,215,39,2.3964102564102565
SET/6 COLLAGE PAPER CUPS,773.14,2610,181,0.5010869565217392
SET/6 COLLAGE PAPER PLATES,1274.1899999999998,2413,217,0.638211009174312
SET/6 EAU DE NIL BIRD T-LIGHTS,608.53,335,72,2.6856944444444446
SET/6 FROG PRINCE T-LIGHT CANDLES,795.02,479,86,2.90367816091954
SET/6 FRUIT SALAD  PAPER PLATES,581.09,1259,105,0.5745714285714285
SET/6 FRUIT SALAD PAPER CUPS,428.28000000000003,1678,103,0.41398058252427183
SET/6 GREEN SPRING PAPER CUPS,48.99,233,25,0.2844
SET/6 IVORY BIRD T-LIGHT CANDLES,2.1,1,1,2.1
SET/6 PINK  BUTTERFLY T-LIGHTS,4007.85,2096,186,2.3841176470588237
SET/6 PINK BIRD T-LIGHT CANDLES,796.99,451,100,2.7365
SET/6 POSIES PAPER CUPS,74.57000000000001,141,16,0.6025
SET/6 POSIES PAPER PLATES,118.72999999999999,125,14,0.9614285714285714
SET/6 PURPLE BUTTERFLY T-LIGHTS,2145.2000000000003,888,196,3.1656565656565654
SET/6 RED SPOTTY PAPER CUPS,4851.5,7121,428,0.9603908045977011
SET/6 RED SPOTTY PAPER PLATES,6933.259999999999,8758,527,0.9860338345864661
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2561.02,1279,165,2.426547619047619
SET/9 CHRISTMAS T-LIGHTS SCENTED ,30.0,24,7,1.25
SET3 BOOK BOX GREEN GINGHAM FLOWER ,5163.63,1207,262,5.438282442748092
SEWING BOX RETROSPOT DESIGN ,2124.54,209,86,13.27546511627907
SEWING SUSAN 21 NEEDLE SET,880.4699999999999,918,172,1.2030232558139533
SHELF WITH 4 HOOKS HOME SWEET HOME,2409.34,461,107,6.854074074074074
SHOE SHINE BOX ,633.0699999999999,57,44,11.448181818181817
"SILICON CUBE 25W, BLUE",4.62,11,2,0.42
SILICON STAR BULB  BLUE,7.56,18,8,0.42
SILK PURSE BABUSHKA BLUE,657.76,194,58,3.5171186440677964
SILK PURSE BABUSHKA PINK,1583.95,491,143,3.25
SILK PURSE BABUSHKA RED,775.8000000000001,222,51,4.14686274509804
SILVER  CANDLEPOT JARDIN ,82.5,22,7,3.75
SILVER 2 STRAND NECKLACE-LEAF CHARM,15.0,2,2,7.5
SILVER AND BLACK ORBIT NECKLACE,13.350000000000001,2,2,6.675000000000001
SILVER APERITIF GLASS,128.4,276,8,0.8225
SILVER BELLS TABLE DECORATION,2739.38,2166,257,1.426235741444867
SILVER BLACK ORBIT BRACELET,68.73,13,11,5.307272727272728
SILVER BLACK ORBIT DROP EARRINGS,50.400000000000006,12,9,4.183333333333334
SILVER BOOK MARK WITH BEADS,182.25,161,34,1.7126470588235294
SILVER BRACELET W PASTEL FLOWER,244.68,32,19,7.686315789473684
SILVER CHRISTMAS TREE BAUBLE STAND ,577.35,34,23,17.517391304347825
SILVER DIAMANTE PEN IN GIFT BOX,548.93,173,66,3.803823529411765
SILVER DISCO HANDBAG,272.99,129,35,2.485
SILVER DROP EARRINGS WITH FLOWER,67.36,18,14,3.7399999999999998
SILVER FABRIC MIRROR,219.35000000000002,458,46,0.7071739130434783
SILVER FISHING GNOME ,419.52000000000004,52,27,9.361851851851853
SILVER FLOWR PINK SHELL NECKLACE,342.76000000000005,53,4,7.21
SILVER GLASS T-LIGHT SET,525.75,201,17,3.2276470588235298
SILVER GLITTER FLOWER VOTIVE HOLDER,437.59,1409,57,0.49448275862068963
SILVER HANGING T-LIGHT HOLDER,7622.639999999999,4789,290,1.8617465753424658
SILVER HEARTS TABLE DECORATION,1075.03,1274,157,0.970754716981132
SILVER HOOP EARRINGS WITH FLOWER,168.0,28,18,6.027777777777778
SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,45,9.787555555555555
SILVER LARIAT 40CM,163.82,26,10,9.729000000000001
SILVER LARIAT BLACK STONE EARRINGS,67.87,16,10,4.237
SILVER LATTICE VANILLA CANDLE POT,63.75,17,7,3.75
SILVER LOOKING MIRROR,24.75,5,2,4.95
SILVER M.O.P ORBIT BRACELET,197.09,38,27,5.245555555555556
SILVER M.O.P ORBIT DROP EARRINGS,193.33,46,37,4.194054054054054
SILVER M.O.P. ORBIT NECKLACE,54.800000000000004,11,6,6.675
SILVER MINI TAPE MEASURE ,271.21999999999997,158,26,1.7962962962962963
SILVER MUG BONE CHINA TREE OF LIFE,1415.8500000000001,1162,111,1.845840707964602
SILVER OVAL SHAPE TRINKET BOX,221.79999999999998,25,17,8.609411764705882
SILVER PHOTO FRAME,409.83,136,37,3.0435135135135134
SILVER PLATE CANDLE BOWL SMALL,1101.2800000000002,348,57,3.8033333333333337
SILVER RECORD COVER FRAME,1649.6399999999999,365,41,6.041219512195122
SILVER ROCCOCO CHANDELIER,504.32,14,9,39.39666666666667
SILVER ROCOCO CANDLE STICK,340.7,146,14,3.3785714285714286
SILVER STANDING GNOME   ,217.35999999999999,44,22,5.079090909090909
SILVER STARS TABLE DECORATION,1739.6299999999999,2031,213,0.9744859813084111
SILVER T-LIGHT SETTING,924.29,143,28,7.292142857142857
SILVER TEDDY BEAR,244.72,64,27,4.016666666666667
SILVER VANILLA  FLOWER CANDLE POT,369.87,95,26,4.273846153846154
SILVER/AMETHYST DROP EARRINGS LEAF,58.43,20,19,2.92
SILVER/BLACK ORBIT NECKLACE,29.849999999999998,3,2,9.95
SILVER/BLACK PENDANT ORBIT NECKLACE,24.96,3,3,8.32
SILVER/CRYSTAL DROP EARRINGS W LEAF,46.76,16,10,2.911
SILVER/M.O.P PENDANT ORBIT NECKLACE,105.71000000000001,17,7,7.815714285714286
SILVER/MOP ORBIT NECKLACE,162.79,16,15,10.189333333333334
SILVER/NAT SHELL NECKLACE W PENDANT,28.76,5,5,5.752000000000001
SILVER/NATURAL SHELL NECKLACE,68.0,8,4,8.5
SINGLE ANTIQUE ROSE HOOK IVORY,2752.2,1868,261,1.5256226415094338
SINGLE HEART ZINC T-LIGHT HOLDER,6830.5,6265,507,1.3822047244094489
SINGLE WIRE HOOK IVORY HEART,1231.51,879,82,1.5985714285714285
SINGLE WIRE HOOK PINK HEART,528.6999999999999,414,27,1.6128571428571428
SIX DRAWER OFFICE TIDY,616.79,65,27,10.162592592592592
SKETCHBOOK MAGNETIC SHOPPING LIST,2253.7,1442,246,1.95914979757085
SKULL AND CROSSBONES  GARLAND ,1684.85,1067,132,1.6689473684210525
SKULL DESIGN TV DINNER TRAY,1590.82,313,138,5.9325179856115104
SKULL LUNCH BOX WITH CUTLERY ,5550.219999999999,2131,412,3.376298076923077
SKULL SHOULDER BAG,4480.28,2421,411,2.140631067961165
SKULLS  DESIGN  COTTON TOTE BAG,590.67,252,79,2.8841772151898732
SKULLS  STICKERS,1028.58,1140,138,1.12731884057971
SKULLS  WATER TRANSFER TATTOOS ,1687.6799999999998,1972,174,1.1164
SKULLS AND CROSSBONES WRAP,2356.0,5800,165,0.41769696969696973
SKULLS DESIGN FLANNEL,313.01,287,103,1.3337864077669903
SKULLS GREETING CARD,778.89,1891,115,0.4853043478260869
SKULLS PARTY BAG + STICKER SET,1677.9999999999998,1032,148,1.798724832214765
SKULLS SQUARE TISSUE BOX,354.82,755,59,1.1886440677966101
SKULLS STORAGE BOX LARGE,320.49,87,30,4.644
SKULLS STORAGE BOX SMALL,256.44,96,41,3.225853658536585
SKULLS TAPE,251.17000000000002,704,70,0.6367605633802818
SKULLS WRITING SET ,1484.1299999999999,864,252,1.9820703124999999
SLATE TILE NATURAL HANGING,2235.9399999999996,1472,162,1.9492073170731707
SLEEPING CAT ERASERS,1047.93,4991,290,0.29846938775510207
SMALL APOTHECARY MEASURING JAR ,629.0500000000001,81,28,8.078571428571427
SMALL BLUE PROVENCAL CERAMIC BALL,103.93999999999998,62,9,1.832222222222222
SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,22,2.0316666666666667
